TIME,TRANSCRIPTION (SESOTHO),TRANSLATION (ENGLISH),NOTES,Notes
10:06-10:54,"Hobaneng ho le bohlokoa ho ruta bana ka bochaba? Bochaba ke boleng ba Basotho Ke mokhoa le moetlo kapa litloaelo tseo Basotho ba neng ba phela joang khale. Ho bapisoe bophelo ba khale le ba kajeno. Ha e ba bophelo bo se bo fetohile,bo fetohile kae? Hobaneng bophelo ba kajeno bo se bo fetohile ha bo bapisoa le ba khale?","Why is it important to teach children about nationality? Ethnicity is a Basotho value It is the manner and tradition or customs that the Basotho used to live in the past. A comparison of past and present life. If life has changed, where has it changed? Why has life changed compared to the old one?",,
10:55-11:36,"Ho tloha tlhahong ea ngoana, ho ne ho e na le meetlo e etsuoang ho fihlela lilemong tse itseng moo a seng a ena le boikarabello.","From the child's birth, there were rituals that were done until a certain age where he no longer has responsibilities.",,
13:14-14:19,Basotho ba na le meetlo e fapaneng ho latela liboko tsa bona.,The Basotho have different traditions according to their clans.,,
14:19-15:09,Moetlo o mong le o mong ona le tsela eo ngoana a holisoang ka teng. `Me lintho tseo li thusa hore bana ba Basotho ba hole ka setso sa bona.,Every tradition has a way in which child is brought up. And those traditions help Basotho children to grow knowing their culture.,,
16:56-17:43,Bana ba banana le bashemane ba aroloa e le ho ba ruta ka mesebetsi le litokelo tsa bona. `Me hona le lijo tsa sesotho tseo ba sa lokela ho lija pele ba ba lilemong tse itseng.,Girls and boys are separated in order to teach them about their duties and rights. And there are Sesotho foods that they should not eat before they reach a certain age.,,
18:16-18:40,Meetlo ea Basotho e ne e sebelisoa hobane ho ne ho thibeloa lintho tseo li neng li tla etsahala bana kapa liphoofolo.,Basotho customs were used to prevent harmful things from happening to children or animals.,,
21:05-21:30,"Kajeno meetlo ha e sa sebelisoa. Batho ba bacha ba se ba fetohile,`me le bophelo bo fetohile. Hape meetlo e ne e sebelisoa ho qobisa bana ba ntseng ba hola hore ba tle ba ba se ke ba kopana le bothata kholong ea bona.","Today the customs are no longer used. Young people have changed, and so has life. Traditions were also used to prevent children who were growing up so that they would not encounter problems in their growth.",,
22:45-23:38,"Ke hore matichere a hopole hore na botichere ke eng.
Ba hopole hore tichere ke moeta pele oa sehloho.",It is for teachers to remember what teaching is. Remember that the teacher is the leader.,,
24:07-24:54,"Ke `mopi oa sechaba se senyane se ntseng se hola. 
Ke moeta pele bokamosong ba bana.","That they are builders of a young nation.

That they are leaders of children's future.
",,
25:08-25:34,"Hape ba hopole boitlamo ba bona,hore kantle ho bona ha hona tsoelopele linaheng kapa mebusong.","Also remember their commitment, that without them there is no progress in countries or governments.",,
26:17-26:28,Hape ba tsebe hore bokamoso ba bana bo matsohong a bona.,They should also know that the children's future is in their hands.,,
26:37-27:09,Ba shebe le hore na thuto ee e ba efang bana kajeno e ts`oana le thuto eo ba ileng ba e fuoa khale ha e ntse e le bana ba sekolo.,Look at them and see if the education given to children today is the same as the education they were given long ago when they were school children.,,
27:33-27:51,Sebaka sena sa Serooeng se reheletsoe ho ipapisitsoe le thaba e neng e bitsoa seroa.,This area of Serooen is named after the mountain that was called Seroa,,
28:49-29:01,Ha Dinizulu ke sebaka se reheletsoeng ka morena neng a busa pele sebakeng sena.,While Dinizulu is a place named after the king who ruled before in this place.,,
30:28-30:53,E ne e le mokoena ka seboko.,He is clan was a “Mokoena”,,
35:36-36:16,Lichaba tsa lefats`e li fetohe. Li tlohele lintoa le lipolaeano tse teng.,People of the world must change. They must leave wars and killings.,,
37:08-37:33,Ba tsebe hore re bana ba Molimo kaofela. Re boloke khotso. Re phelisane ka khotso. Re tsebe ho hlola mathata.,"They must know that we are all God's children.

Lets keep peace.

Lets live in peace.

So that we can overcome problems.",,
37:33-38:40,"Repetition, Kea leboha","Repetition, thank you",,
