Start Time,End Time,EN,ES,Highlight,Comments
01:08:37:23,01:08:40:06,The clan is called E´iruku and clan means meat.,El clan se llama E´iruku y el clan quiere decir carne.,,
01:08:41:07,01:08:44:25,Not all members of a clan are family.,No todos los miembros de un clan son familia.,,
01:08:45:11,01:08:46:17,They are like surnames.,Son como apellidos.,,
01:08:46:18,01:08:49:12,Like someone's last name is Smith.,Como si alguien se apellidara Smith.,,
01:08:49:21,01:08:53:10,"There are many Smiths in the world, but those who were born in","Hay muchos Smith en el mundo, pero los que nacieron en",,
01:08:53:16,01:08:56:20,"Cabo de la Vela
They are one and the ones who are in such a place.","el Cabo de la Vela
son unos y los que están en tal lugar.",,
01:08:56:21,01:09:00:19,"So when the land serves as your last name
and you say no,","Entonces cuando la tierra te sirve de apellido
y dices no,",,
01:09:00:27,01:09:03:18,I am Uriana from xxxxx,yo soy Uriana  de Caitamán,,
01:09:04:18,01:09:07:21,"a Wayuú place called like that,
that has a cemetery,","un lugar wayuú que se llama así,
que tiene un cementerio,",,
01:09:07:22,01:09:10:14,"a source of water, a territory, a history.","una fuente de agua, un territorio, una historia.",,
01:09:10:24,01:09:15:22,"It is then, that one is different, those do act in war.
The others can be recognized, Ah!","Es entonces, ese se diferencia, esos sí actúan en guerra.
Los otros se pueden reconocer, ¡Ah!",,
01:09:15:23,01:09:20:10,"We share the clan, but we are not family,
we only have an mythological relationship","compartimos el clan, pero no somos familia,
solo tenemos un parentesco mitológico",,
01:09:21:14,01:09:24:04,and the clan not only of humans.,y el clan no solo de humanos.,,
01:09:24:29,01:09:27:03,"The clan involves non-humans,","El clan involucra no humanos,",,
01:09:28:21,01:09:31:28,because for example,porque por ejemplo,,
01:09:31:29,01:09:35:23,"well, the Uriana ones are from the jaguar and the rabbit,","bueno, los Uriana, son del jaguar y del conejo,",,
01:09:37:01,01:09:39:16,They are animals that belong to the clan.,son animales que pertenecen al clan.,,
01:09:40:02,01:09:42:29,Some hills and some trees.,Algunos cerros y algunos árboles.,,
01:09:43:00,01:09:48:04,"The trees are numerous as is a numerous clan,
The trees that are numerous are from that clan.","Los árboles numerosos como es un clan numeroso,
los árboles que son numerosos, son de ese clan.",,
01:09:48:22,01:09:53:04,"So there are humans, animals and plants
and even hills in one of this clans.","Entonces hay humanos, animales y plantas
y hasta cerros en un clan u otro.",,
01:09:54:04,01:09:58:17,"Well that, that's what you're talking about,
that everything was human.","Bueno eso, eso de que está hablando,
de que todo era humano.",,
01:09:58:19,01:09:59:12,Everything was human.,Todo era humano.,,
01:09:59:13,01:10:02:04,"That's where the kinship comes from, that in time,","De ahí viene el parentesco, de que en el tiempo,",,
01:10:02:15,01:10:05:22,"in the reference time,","en el tiempo referencial,",,
01:10:05:23,01:10:08:19,"Australians have a time called
The Age of Dream","los australianos tienen un tiempo que se llama
La Era del sueño",,
01:10:09:24,01:10:14:08,"and the Coyoacán of Alaska
They have a time called distant time.","y los Coyoacán de Alaska
tienen un tiempo que se llama el tiempo distante.",,
01:10:14:09,01:10:18:07,"The Wayuú call that time wayuu sumaiwa,","Los wayú le llaman a ese tiempo wayuu sumaiwa,",,
01:10:18:23,01:10:21:06,"sumaiwa, at one time,","xxxx, en un tiempo,",,
01:10:21:20,01:10:27:04,"but in the West we tend to confuse that time
with the past, because stories begin like that.","pero en Occidente tendemos a confundir ese tiempo
con el pasado, porque las historias empiezan así.",,
01:10:27:05,01:10:30:20,"There was a time
and people think it's the past, it's not the past.","Hubo un  tiempo
y la gente cree que es el pasado, no es el pasado.",,
01:10:30:21,01:10:34:13,They are transhistorical times that go through history.,Son tiempos transhistóricos que atraviesan la historia.,,
01:10:36:03,01:10:37:15,Native populance,Los  pueblos indígenas,,
01:10:37:15,01:10:40:17,"they can have notions of time
where the past is ahead","pueden tener nociones de tiempo
en que el pasado está delante",,
01:10:41:21,01:10:46:08,"or a mythical time until
forward, forward time or parallel times.","o un tiempo mitico hasta
adelante, tiempo delantero o tiempos paralelos.",,
01:10:46:19,01:10:50:14,"And how do you do it between everyday time
and that time?","¿Y cómo haces tú entre el tiempo cotidiano
y ese tiempo?",,
01:10:50:21,01:10:55:09,"Through dream, ritual and landscape.","A través del sueño, el ritual y el paisaje.",,
01:10:55:10,01:10:58:12,"That's what makes those time levels
become accessible","Eso es lo que hace que esos niveles de tiempo
se hagan accesibles",,
01:10:58:13,01:11:02:05,"at the current time,
that young people can meet those things.","al tiempo actual,
que los jóvenes puedan conocer esas cosas.",,
01:11:02:06,01:11:07:02,"So to understand the person in the world
Wayuú, to understand the territories,","Entonces, para entender la persona en el mundo
wayuú, para entender los territorios,",,
01:11:07:03,01:11:10:17,"to understand living beings,
everything is explained in time.","para entender los seres vivientes,
todo se explica en el tiempo.",,
01:11:11:25,01:11:15:19,So,Es entonces,,
01:11:15:20,01:11:18:16,"Yes, a Wayuú, he dies like today,","síun wayú, se muere como hoy,",,
01:11:19:15,01:11:22:06,that Wayuú himself is going to convert,ese propio wayú se va a convertir,,
01:11:22:08,01:11:26:08,"on a tree or a hill or whatever, or…","en un árbol o un cerro o lo que sea, o…",,
01:11:27:08,01:11:30:03,"He first takes a trip through the Milky Way,","Él hace un viaje primero por la Vía Láctea,",,
01:11:31:13,01:11:35:08,"a long trip and you arrive at Jepira, another world.","un viaje largo y llegas a Jepira
, mundo otro.",,
01:11:35:23,01:11:39:23,"He will arrive there with his cattle,
the one who was killed at his wake,","Allá va a llegar con su ganado,
el que mataron en su velorio,",,
01:11:40:12,01:11:44:11,"the souls of sacrificed animals
at the wake, goats, cows,","las almas de los animales sacrificados
en el velorio, cabras, vacas,",,
01:11:44:12,01:11:46:09,"sheep, accompany him.","ovejas, lo acompañan.",,
01:11:46:10,01:11:48:14,He needs those cattle to live there,Él necesita ese ganado para vivir allá,,
01:11:49:04,01:11:51:15,and wants to maintain the status he had,y quiere conservar el estatus que tenía,,
01:11:51:16,01:11:54:17,"here, he wants to keep it there.","aquí, lo quiere conservar allá.",,
01:11:54:18,01:11:56:28,"After a while,","Pasado un tiempo,",,
01:11:57:01,01:11:59:03,"his soul begins to dilute,","su alma se empieza a diluir,",,
01:11:59:04,01:12:01:19,begins to lose like life within death,empieza a perder como vida dentro de la muerte,,
01:12:02:12,01:12:04:21,and comes back like rain,y vuelve como lluvia,,
01:12:04:22,01:12:07:27,to start a life cycle and all this,para dar inicio a un ciclo de vida y todo este,,
01:12:07:28,01:12:11:05,kind of things.,tipo de cosas.,,
01:12:11:07,01:12:14:06,"But, the kinship we have with plants,","Pero, el parentesco que tenemos con las plantas,",,
01:12:14:19,01:12:19:00,"with animals, it comes from human traits
and from that mythical time when they were human.","con los animales, viene de los rasgos humano
y de ese tiempo mítico en que ellos eran humanos.",,
01:12:19:07,01:12:21:06,That's why they are cosmic relatives.,Por eso son parientes cosmicos.,,
01:12:21:07,01:12:23:29,"Are they all cosmic relatives, are they different","¿Todos son parientes cósmicos, son diferentes",,
01:12:25:04,01:12:28:01,practically what humans today?,prácticamente que los humanos de hoy?,,
01:12:28:21,01:12:33:02,"If today's humans have an advantage
that were not transformed,","Si los humanos de hoy tienen una ventaja
que no fueron transformados,",,
01:12:33:03,01:12:36:19,"preserve appearance and language
that they had at that time.","conservan la apariencia y la lengua
que tuvieron en ese tiempo.",,
01:12:37:06,01:12:39:15,Humans are the only untransformed beings.,Los humanos son los únicos seres no transformados.,,
01:12:39:23,01:12:41:18,They transformed into other humans.,Se transformaron en otros humanos.,,
01:12:41:19,01:12:44:23,"Horses are fallen humans, ex-humans,","Los caballos son humanos caídos, ex humanos,",,
01:12:45:17,01:12:48:21,"but we are the only beings
not transformed.","pero nosotros somos los únicos seres
no transformados.",,
01:12:49:08,01:12:53:00,We remain as if in time itself.,Nos mantenemos como en el tiempo mismo.,,
01:12:58:02,01:12:59:21,That was my doctoral thesis.,Esa fue mi tesis doctoral.,,
01:12:59:22,01:13:01:26,If we read a little about that.,Si leemos un poco de eso.,,
01:13:01:27,01:13:04:01,"Ontology.
is a big thesis.","Ontología.
es una tesis grande.",,
01:13:04:02,01:13:06:09,"I wrote it in Canada, among other things.","La escribí en Canadá, entre otras cosas.",,
01:13:06:10,01:13:07:02,Really?,¿En serio?,,
01:13:07:08,01:13:11:19,"It's funny because, well,
our Peru documentary just won","Es chistoso porque, bueno,
nuestro documental de Perú acabo de ganar",,
01:13:12:02,01:13:17:19,"best documentary of a Canadian film festival
and they are going to bring me there","mejor documental de un festival de cine de Canadá
y me van a traer ahí el",,
01:13:17:23,01:13:21:07,"July 14.
¿
Where in?","14 de julio.
¿
En qué lugar?",,
01:13:21:08,01:13:24:19,"At xxxx, at the lake","En xxxx, en el lago",,
01:13:25:09,01:13:26:00,Ont.,Ontario.,,
01:13:26:00,01:13:32:03,"I was in Ontario, I was in there,
There I was touring all those territories.","Yo estuve en la Ontario, allá estuve ahí adentro,
ahí estuve recorriendo todos esos territorios.",,
01:13:32:04,01:13:33:17,How beautiful the big lakes are there.,Qué lindo los lagos grandes ahí.,,
01:13:33:17,01:13:38:25,There is a lake in xxxx that is bigger than La Guajira,Hay algún lago en xxxx que es más grande que La Guajira,,
01:13:38:26,01:13:40:27,"24,0000 thousand kilometers.",24.0000 mil kilómetros.,,
01:13:40:28,01:13:42:00,"We toured it,","Lo recorrimos,",,
01:13:42:00,01:13:43:00,"well, not everything.","bueno, no todo.",,
01:13:43:01,01:13:46:09,"I was with the communities
indigenous. There is an indigenous","Estuve con las comunidades
indígena. Hay una indígena",,
01:13:47:12,01:13:48:26,"geologist, has a Ph.D.","geóloga, tiene un doctorado",,
01:13:48:27,01:13:52:22,"in geology and in general very, very prepared","en geología y en general muy, muy preparados",,
01:13:52:23,01:13:56:18,"all the leaders,
but I knew pollution problems from Mercury.","todos los dirigentes,
pero conocí problemas de contaminación por Mercurio.",,
01:13:57:06,01:14:02:18,We were in an area called Grassi Narrow.,Estuvimos en una zona que se llama Grassi Narrow.,,
01:14:02:19,01:14:03:28,"There, there I was.","Ahí, ahí estuve yo.",,
01:14:03:28,01:14:06:09,I have photos there.,Tengo fotos ahí.,,
01:14:07:03,01:14:09:07,"Well there were cold days,","Bueno, hubo días fríos,",,
01:14:09:08,01:14:12:23,terribly cold.,terriblemente fríos.,,
01:14:12:24,01:14:13:16,started to enter,Empezó a entrar,,
01:14:13:16,01:14:16:19,"After the heat, I saw dams.","ya después del calor,  vi represas.",,
01:14:17:09,01:14:20:26,"We met, we worked on common problems.","Nos reunimos, trabajamos problemas comunes.",,
01:14:20:27,01:14:22:26,I brought water from the ranchería.,Yo llevé agua del ranchería.,,
01:14:22:27,01:14:24:06,From the River here.,Del Río de aquí.,,
01:14:24:07,01:14:26:09,And we watered it there in Lake Ontario,Y la regamos allá en el lago Ontario,,
01:14:26:10,01:14:28:24,and they had brought water here from Ontario,y ellos habían traído aquí agua del Ontario,,
01:14:28:25,01:14:30:26,"and we had watered it
here in Riohacha, there in the ranchería.","y la habíamos regado
aquí en Río, allá en el ranchería.",,
01:14:30:27,01:14:31:26,It's called Exchange,Se llama Intercambio,,
01:14:31:26,01:14:35:22,of water.,de agua.,,
01:14:36:03,01:14:37:27,I love Canada.,Canada me encanta.,,
01:14:37:28,01:14:41:04,"Yeah, well, I'm from there, from Ohio.","Sí, bueno, yo soy de ahí, de Ohio.",,
01:14:41:05,01:14:43:02,"It's close, there in front.","Que está cerquita, ahí al frente.",,
01:14:43:03,01:14:46:28,And we crossed the border and Lake Iris is my lake.,Y pasamos la frontera y el lago Iris es mi lago.,,
01:14:46:29,01:14:49:01,"I mean, yes, the government here.","osea, sí, el gobierno de aquí.",,
01:14:59:13,01:15:02:22,We toured,Recorrimos,,
01:15:02:23,01:15:05:16,by boat seeing other lakes,en lancha otros lagos viendo,,
01:15:05:28,01:15:10:12,"drawings, hieroglyphs that are there in areas.","dibujos, geroglifos que hay allá y zonas.",,
01:15:13:11,01:15:15:14,"Look, here I am with an indigenous Canadian","Mira, aquí estoy yo con una indígena canadiense",,
01:15:16:20,01:15:17:07,"there,","allá,",,
01:15:17:08,01:15:19:02,that,eso,,
01:15:20:12,01:15:22:19,It's in a camp.,es en un campamento.,,
01:15:23:08,01:15:28:17,"Very dear, her name is Leona
and this is touring the mountains.","Muy querida, se llama Leona
y esto es recorriendo las montañas.",,
01:15:28:18,01:15:29:27,The mountains in Canada.,Las montañas en Canadá.,,
01:15:35:18,01:15:39:21,And we sleep with firewood and it's cold at night.,Y dormimos con leña y hace frío a la noche.,,
01:15:39:22,01:15:40:29,Look here we go,"Mira, aquí vamos",,
01:15:41:00,01:15:42:11,touring the lake.,recorriendo el lago.,,
01:15:42:12,01:15:44:18,What the lake,Lo que la la.,,
01:15:45:01,01:15:48:00,"that the overcrowded
there where they have the pollution problem.","Que la hacinados
ahí donde tienen el problema de contaminación.",,
01:15:48:12,01:15:52:02,"This is in Winnipeg we were seeing the rivers,","Esto sí es en Winnipeg estuvimos viendo los ríos,",,
01:15:52:03,01:15:54:10,the rivers. AND.,los ríos. Y.,,
01:15:55:05,01:15:56:08,All that.,Todo eso.,,
01:15:56:09,01:15:58:21,"Ah, look, here in monuments then.","Ah, mira, aquí en monumentos pues.",,
01:15:59:06,01:16:01:27,"Oh, they are a beautiful monument of.","Oh, son un monumento hermoso de.",,
01:16:01:28,01:16:04:05,The indigenous people there.,Los indígenas de allá.,,
01:16:04:06,01:16:07:12,And what organization was that?,Y que cuál organización fue eso?,,
01:16:07:13,01:16:10:00,That those are the indigenous people you were watching.,Que esos son los indígenas que vigilabas.,,
01:16:10:01,01:16:13:27,Is that so? Yeah.,Es así? Sí.,,
01:16:13:28,01:16:14:13,Let me see.,Déjame ver.,,
01:16:14:13,01:16:18:07,I'm going to bring it here.,Ya lo voy a traer aquí.,,
01:16:18:08,01:16:18:24,And they say,Y dicen,,
01:16:20:11,01:16:22:22,"Oh, more than","Oh, más que",,
01:16:28:14,01:16:33:06,"that is. Oh,","eso es. Oh,",,
01:16:34:11,01:16:38:27,from there you come out,de ahí sales,,
01:16:40:15,01:16:42:22,This was the bank of a river.,esto fue la orilla de un río.,,
01:16:42:26,01:16:44:12,On time. On time.,En hora. En hora.,,
01:16:44:13,01:16:47:18,It was about two hours from Winnipeg.,Estaba como a dos horas de Winnipeg,,
01:16:47:27,01:16:50:09,and it arrived,y llegó,,
01:16:50:10,01:16:50:26,for.,para.,,
01:16:50:27,01:16:55:09,Do something.,Hacer algo de.,,
01:16:55:10,01:16:59:07,They already saw it,Ya lo vieron,,
01:16:59:08,01:17:01:18,the first,los primeros,,
01:17:03:11,01:17:04:00,years?,años?,,
01:17:04:11,01:17:06:23,"Yes, Yes. This was good.","Sí, Sí. Esto fue bueno.",,
01:17:06:24,01:17:09:23,A beautiful tour in the.,Un recorrido bellísimo en los.,,
01:17:09:24,01:17:11:28,"Lagos, throughout that area.","Lagos, en toda esa zona.",,
01:17:12:17,01:17:15:05,Yes. And I loved this.,Sí. Y me encantó esto.,,
01:17:16:07,01:17:18:00,I took one. Photo.,Me tomé una. Foto.,BRIGHT_GREEN (4),
01:17:18:01,01:17:22:01,"in a sculpture
which has books by indigenous authors.","En una escultura
que tiene libros de autores indígenas.",,
01:17:23:15,01:17:25:03,It's called Education,Se llama La educación.,,
01:17:25:03,01:17:28:07,is the new horizon.,es el nuevo horizonte.,,
01:17:28:08,01:17:31:08,"All these books are by indigenous authors,
those who are there.","Todos estos libros son de autores indígenas,
los que están allí.",,
01:17:31:21,01:17:34:29,"And I loved the motto
Education is the new horizon.","Y me encantó el lema
La educación es el nuevo horizonte.",,
01:17:35:06,01:17:38:17,"Yes it is a good name
Yes it is very","Si es buen nombre
Sii es muy",,
01:17:38:18,01:17:40:28,Nice experience in Canada.,bonito esa experiencia en Canadá.,,
01:17:40:29,01:17:44:06,"Beautiful, beautiful, beautiful, with everyone.","Bella, bella, bella, con todos.",,
01:17:45:05,01:17:46:09,"the problems, the","los problemas, las",,
01:17:46:09,01:17:48:18,Beautiful things and landscapes,Cosas y los paisajes bellísimos,,
01:17:49:18,01:17:50:19,and monuments,y monumentos,,
01:17:50:19,01:17:54:27,"to indigenous people, to indigenous women
that are lost, there are also dramas,","a indígenas, a mujeres indígenas
que están perdidas, también hay dramas,",,
01:17:55:02,01:17:59:25,"the boarding schools, the children who were lost
in church boarding schools,","los internados, los niños que se perdieron
en los internados de la iglesia,",,
01:18:01:03,01:18:02:28,"thousands of children, thousands.","miles de niños, miles.",,
01:18:02:29,01:18:04:19,Changed.,Cambiados.,,
01:18:04:20,01:18:07:10,"For the Wayuú have influenced them,","Pues los Way{uu han influido en ellos,",,
01:18:07:22,01:18:11:01,"in the sense that when Covid,","en que cuando el Covid,",,
01:18:11:02,01:18:15:15,"hospitals began to cremate
the bodies of Wayuú women and our bodies","los hospitales empezaron a cremar
los cuerpos de mujeres wayú y nuestros cuerpos",,
01:18:15:16,01:18:19:17,"They are sacred, they have to go to the cemetery
because they are going to be cremated and they dressed in red","son sagrados, tienen que ir al cementerio
porque los van a cremar y se vistieron de rojo",,
01:18:19:18,01:18:24:15,"To deny death, women dressed in
red and they made a march dressed in red.","las mujeres para negar la muerte, se vistieron de
rojo e hicieron una marcha vestida de rojo.",,
01:18:24:16,01:18:30:13,"Well, they took the red of the Wayuú to
also protest for missing women.","Bueno, ellos tomaron el rojo de los wayú para
protestar también por las mujeres desaparecidas.",,
01:18:30:28,01:18:36:16,"Then look how it influenced
one thing influenced others,
trans American?","Entonces mira cómo influyó
una cosa, influyó en otras,
trans americanas?",,
01:18:36:21,01:18:38:26,"Yes, yes, yes, that's right.","Sí, sí, sí, así es.",,
01:18:38:29,01:18:40:25,This is the Winnipeg Human Rights Museum.,Este es el Museo de Derechos Humanos de Winnipeg.,,
01:18:40:25,01:18:41:23,Which is beautiful.,Que es bellísimo.,,
01:18:41:23,01:18:43:25,Here I am in Winnipeg.,Aquí estoy yo en Winnipeg.,,
01:18:43:26,01:18:47:15,"That's the museum.
Yes Yes.","Ahí es el museo.
Sí, sí.",,
01:18:49:29,01:18:52:16,Oh yeah?,"Ah, sí?",,
01:18:52:17,01:18:53:28,Then no?,Entonces no?,,
01:18:53:29,01:18:56:28,Well I see. That the idea is there.,Pues yo veo. Que la idea está ahí.,,
01:18:57:06,01:19:00:08,"The stories are there,","Los relatos están ahí,",,
01:19:00:09,01:19:02:21,they are on Earth,están en la tierra,,
01:19:04:17,01:19:06:28,to make a documentary about the Wayuú land.,para hacer un documental sobre la tierra wayú.,,
01:19:06:29,01:19:12:06,"It implies all this that we have talked about,
I don't know, seeing her as a non-perfect being.","Implica todo esto que hemos hablado,
no sé, verla como un ser no perfecto.",,
01:19:12:16,01:19:15:05,Not perfect. Mysterious.,"No, perfecto. Misterioso.",,
01:19:15:15,01:19:18:27,And that mystery of the land that the Wayuú say,Y que ese misterio de la tierra que dicen los wayú,,
01:19:19:16,01:19:22:15,"entails the transformation of all beings
that we inhabit it","entraña la transformación de todos los seres
que la habitamos",,
01:19:23:21,01:19:26:00,and reflects the idea that life,y refleja la idea de que la vida,,
01:19:26:17,01:19:28:19,It is a product of the intention of the place.,es producto de la intención del lugar.,,
01:19:29:25,01:19:31:22,"Yes, life itself","Sí, la vida misma",,
01:19:31:23,01:19:35:00,"It is that product of intention
of a place where we live.","es ese producto de la intención
de un lugar de que vivamos.",,
01:19:35:27,01:19:40:05,"And his relationship with his sister the sea,","Y y su tención con su hermana la mar,",,
01:19:41:03,01:19:43:21,"that is angry,
He has a bit of a strong temperament.","que es colérica,
tiene un temperamento un poco fuerte",,
01:19:44:17,01:19:48:05,"and sometimes the two collide
and then she invades this one.","y a veces las dos chocan
y entonces ella invade a ésta.",,
01:19:49:02,01:19:51:29,The sea comes in and invades the coast,La mar se mete y la invade en la costa,,
01:19:52:00,01:19:57:25,"and she has to take fire to make her retreat
to its shores and place of origin","y ella tiene que tomar fuego para hacerla retroceder
hasta sus orillas y lugar de origen",,
01:19:58:26,01:20:00:02,through fire.,a través del fuego.,,
01:20:00:03,01:20:01:04,It's the only thing he's afraid of.,Es lo único que le teme.,,
01:20:01:04,01:20:05:25,"I see her, then she comes back,
It withdraws and returns to its shores, where it should be.","La mar, entonces Ella vuelve,
se retira y vuelve a sus orillas, donde debía estar.",,
01:20:06:25,01:20:09:04,All of these are beautiful Wayuú stories.,Todas esas son relatos wayú bellísimos.,,
01:20:09:05,01:20:14:27,"Yes, very beautiful Wayuú stories.","Si, relatos wayú muy bellos.",,
01:20:14:28,01:20:20:08,"Well, I think it's like a last
Question

Ready
and I think we should go.","Bueno, yo creo que es como una última
pregunta
Listo
y creo que nos tendríamos que ir.",,
01:20:20:09,01:20:25:26,"But like that thing about the palabreros
which ones, who are they?","Pero como de eso de los palabreros
cuáles, quiénes son?",,
01:20:25:27,01:20:26:18,And well.,Y bueno.,,
01:20:26:19,01:20:29:13,"You don't know my book, The Dispute and the Word?","Ustedes no conocen mi libro, La disputa y la palabra ?",,
01:20:30:03,01:20:32:06,"well, I haven't read it.","bueno, no lo he leído.",,
01:20:32:29,01:20:35:23,"Yes, if you want to know about them you should read my book.","Sí, si quieren conocer de ellos deben leer mi libro.",,
01:20:35:24,01:20:40:15,"The dispute and the word, The law in the Wayuú society,
It was what I first investigated many years ago.","La disputa y la palabra, La ley en la sociedad wayú,
fue lo que yo primero investigué hace muchos años.",,
01:20:41:03,01:20:44:29,The palabreros are intermediaries,Los palabreros son intermediarios,,
01:20:46:16,01:20:48:24,"who manage the Wayuú normative system,","que manejan el sistema normativo wayú,",,
01:20:49:05,01:20:52:17,They are facilitators like “go between” and that figure,son facilitadores como “go between” y esa figura,,
01:20:52:28,01:20:56:24,"then they move
between a family, every damage","entonces ellos se mueven
entre una familia, toda falta",,
01:20:58:09,01:21:00:05,"moral, an offense that I do to you","moral, una ofensa que yo te haga",,
01:21:00:06,01:21:03:19,"or any physical damage, a wound that I
cause you, all theft","o todo daño físico, una herida que yo
te cause, todo hurto",,
01:21:03:26,01:21:06:05,What I do to you must be compensated.,"que yo te haga, debe ser compensado.",,
01:21:06:25,01:21:12:06,"The Wayuú do not believe in prison,
There is no corporal punishment, no, it is payment.","Los wayú no creen en la cárcel,
no hay castigos corporales, no, es el pago.",,
01:21:12:22,01:21:17:03,"So that's not done directly.
and I don't charge you.","Entonces eso no se hace directamente
y yo no te cobro.",,
01:21:17:04,01:21:21:02,"I send a person specialized in that,
in fixing,","Yo envío a una persona especializada en eso,
en arreglar,",,
01:21:21:16,01:21:25:05,"to express my complaint
before your family gathered together.","para que exprese mi queja
ante la familia tuya reunida.",,
01:21:25:06,01:21:28:25,"It is not a problem between individuals,
No, it's between families.","No es un problema entre individuos,
no, es entre familia.",,
01:21:29:13,01:21:33:27,"The individual is not seen in isolation,
but immersed in a group of relatives.","El individuo no es visto aislado,
sino inmerso en un grupo de parientes.",,
01:21:33:29,01:21:39:20,"So my problem is not with him,
It is against the entire group to which he belongs,","Entonces mi problema no es con él,
es contra todo el grupo al que él pertenece,",,
01:21:40:00,01:21:44:22,"his brothers, sisters, uncles, maternal,
but uterine, maternal.","sus hermanos, hermanas, tíos, maternos,
pero uterinos, maternos.",,
01:21:45:19,01:21:48:15,"That is why it is so important
the concept of apushi among the Wayuú","Por eso es tan importante
el concepto de apushi entre los wayú",,
01:21:50:04,01:21:51:08,"and he goes,","y el va,",,
01:21:51:14,01:21:55:04,"He comes and goes, weaves peace between the parties.","va y viene,  teje la paz entre las partes.",,
01:21:55:05,01:22:00:10,"That doesn't get solved right away.
That can take days, weeks.","Eso no se soluciona enseguida,
eso puede demorar días, semanas",,
01:22:00:11,01:22:05:16,"sometimes they set up a meeting,
They come back and reach the agreement and that's it","a veces, ponen una reunión,
vuelven y logran el acuerdo y ya",,
01:22:05:17,01:22:08:07,"when they achieve that there is a will to pay for the fault,","cuando logran que hay voluntad de pagar la falta,",,
01:22:08:20,01:22:11:13,then they go in to see how much it is,entonces entran a ver cuánto es,,
01:22:11:28,01:22:15:08,"and that is paid in animals, necklaces.","y eso se paga en animales, collares.",,
01:22:15:29,01:22:20:14,"If it is a gun wound,
I must ask for the murder weapon.","Si es una herida de arma,
yo tengo que pedir el arma homicida.",,
01:22:20:15,01:22:22:17,"If he was killed, that weapon","Si se mató, esa arma",,
01:22:22:18,01:22:23:13,It must be delivered to me,Se me debe entregar,,
01:22:23:13,01:22:27:15,"first of all,
the weapon is the first thing that is requested","primero que todo,
el arma es lo primero que se pide",,
01:22:27:16,01:22:31:11,"and it is the will of peace, hand over the weapon,
So they rule.","y es la voluntad de la paz, entreguen el arma,
entonces ellos mandan.",,
01:22:31:12,01:22:34:14,"the weapon, it already means that they want peace
because they sent the weapon.","el arma, ya quiere decir que ellos quieren la paz
porque mandaron el arma.",,
01:22:34:15,01:22:38:07,"The weapon must be taken out of circulation
of the things of the world","El arma hay que sacarla de la circulación
de las cosas del mundo",,
01:22:39:02,01:22:41:05,because it hurts and has hurt.,porque hace daño y ha hecho daño.,,
01:22:41:06,01:22:45:27,"It has something of the soul of the dead,
and the dead man has something of the weapon inside,","Tiene algo del alma del muerto,
y el muerto tiene en su interior algo del arma,",,
01:22:46:09,01:22:50:17,"there is an exchange of substances,
then the payments are signed.","hay un intercambio de sustancias,
entonces luego se firman los pagos.",,
01:22:50:18,01:22:57:01,"Some payments have no material meaning,
but of ornament, of aesthetics.","Algunos pagos no tienen un sentido material,
sino de adorno, de estética.",,
01:22:57:02,01:23:01:26,"The necklace goes as an ornament, a luxury of payment.","El collar va como un adorno, lujo del pago.",,
01:23:01:27,01:23:07:01,"They have the notion of luxury, which is luxury,
what is the decoration,","Ellos tienen la noción de lo lujoso, que es el lujo,
que es el adorno,",,
01:23:07:02,01:23:11:17,"what is the aesthetic, the compensation
It doesn't have to be enough, it has to be beautiful.","que es lo estético, la compensación
no tiene que ser suficiente, tiene que ser bella.",,
01:23:12:05,01:23:14:26,The compensation is a necklace,La compensación es un collar,,
01:23:14:27,01:23:17:05,"and the necklace is made with cattle,","y el collar se hace con ganado,",,
01:23:17:06,01:23:20:11,necklaces and strange animals like mules,collares y animales extraños como las mulas,,
01:23:22:00,01:23:23:08,Generally the Wayuú ask,generalmente los wayú piden,,
01:23:23:08,01:23:25:17,"two mules They can ask for 100 cows,","dos mulas. Pueden pedir 100 vacas,",,
01:23:26:21,01:23:31:15,"200 goats, 200 goats,
but the two mules are done like this,","200 chivos, 200 cabras,
pero las dos mulas se hace así,",,
01:23:31:16,01:23:36:03,"because mules are hybrids that cannot be found
easily in the universe.","porque las mulas son híbridos que no se encuentran
fácilmente en el universo.",,
01:23:36:04,01:23:39:06,A horse and a mare or a donkey.,Un caballo y una yegua o un asno.,,
01:23:39:07,01:23:42:13,"No, sorry,
a horse and a donkey, or a donkey and a mare.","No, perdón,
un caballo y una burra, o un asno y una yegua.",,
01:23:42:29,01:23:48:01,Then the mules decorate the payment.,Entonces las mulas adornan el pago.,,
01:23:48:02,01:23:52:21,"Two mules is not a large amount,
but since they are rare like necklaces,","Dos mulas no es una cantidad grande,
pero como son raras como los collares,",,
01:23:52:28,01:23:55:21,"They serve to decorate the payment,","sirven para que el pago vaya adornado,",,
01:23:55:22,01:23:59:00,So there I can deliver the 200 now,entonces ahí sí puedo entregar ya las 200,,
01:23:59:19,01:24:00:13,goats.,cabras.,,
01:24:00:14,01:24:05:09,"Or they give me deadlines,
because it's not about ruining the other,","O me dan plazos,
porque no se trata de arruinar al otro,",,
01:24:05:25,01:24:08:13,but the other,sino que el otro,,
01:24:08:14,01:24:10:14,Has to be prudent in their conduct.,sea prudente en su conducta.,,
01:24:10:15,01:24:13:19,"And he tells you, I'm going to pay this this year.",Y él te dice yo voy a pagar este año esto,,
