Start Time,End Time,EN,HI,Highlight,Comments,Speaker,Interview
"00:15:33,532","00:15:41,811","Our mind became clear, our meditation also became better, and our praise also became better.","हमारा मन भी साफ़ हुआ, हमारा ध्यान भी अच्छा हुआ, और हमारा गुणगान भी अच्छा हुआ",,,sadhu 1,sadhu 1
"00:15:42,622","00:15:50,948","So whenever I sit alone, I keep singing praises of God and chanting their name.","तो हम जब भी अकेले बैठे होते हैं, तो भगवान् का भजन ही करते हैं, उनका गुणगान करते रहते हैं",,,sadhu 1,sadhu 1
"00:15:51,173","00:15:55,280","I use to keep chanting Om, this is the duty and religion of a saint.","ॐ नाम का जाप करते रहते हैं, यही साधू का कर्म और धर्म है",,,sadhu 1,sadhu 1
"00:15:57,793","00:16:03,720","nterviewer:And if we know about the deeds of a sadhu, then what is a real sadhu?","nterviewer:और अगर हम साधू के कर्म के बारे में जानें, तो एक असली साधू है क्या?",,,sadhu 1,sadhu 1
"00:16:05,894","00:16:14,274",baba: A real saint is one who does not step back from his work and his religion.,"baba: असली साधू वो है, जो अपने कर्म और अपने धर्म से पीछे न हटे",,,sadhu 1,sadhu 1
"00:16:15,077","00:16:22,597",Saint is one who gives knowledge,साधू वो जो ज्ञान दे,,,sadhu 1,sadhu 1
"00:16:23,573","00:16:26,200",We do not consider the one who does not give knowledge as a saint.,जो ज्ञान न दे उसे हम साधू नहीं मानते,,,sadhu 1,sadhu 1
"00:16:26,253","00:16:27,866",nterviewer: How does a saint attain knowledge?,nterviewer: कैसे ज्ञान की प्राप्ति कैसे होती है साधू को  ?,,,sadhu 1,sadhu 1
"00:16:27,913","00:16:36,270","baba: See the attainment of knowledge is like..., our sadhana is also like when a child goes to school.","baba: ज्ञान की प्राप्ति देखिए जैसे कि..., हमारी भी साधना ऐसी ही है कि जैसे बच्चा जब स्कूल जाता है",,,sadhu 1,sadhu 1
"00:16:38,330","00:16:45,677","He learns there, first of all he is taught discipline there, like getting up and sitting down, yes no","वो वहां सीखता है, सबसे पहले उसे वहां सिखाते हैं discipline, जैसे कि उठाना बैठना, yes no",,,sadhu 1,sadhu 1
"00:16:46,384","00:16:49,391","So like this only, this is our rule, our tradition.","तो ऐसा ही हमारा एक रूल है, हमारी परंपरा है",,,sadhu 1,sadhu 1
"00:16:50,377","00:16:57,464",Like our mantras are in Sanskrit as well as in Hindi.,"जैसे कि हमारे जो मन्त्र होते हैं, वो संस्कृत में भी होते हैं और हिंदी में भी होते हैं",,,sadhu 1,sadhu 1
"00:16:59,397","00:17:00,131",So,तो,,,sadhu 1,sadhu 1
"00:17:02,331","00:17:07,498",The saint keeps those mantras with him forever,साधू उन मन्त्रों को अपने साथ हमेशा के लिए रखता है,,,sadhu 1,sadhu 1
"00:17:08,059","00:17:12,386",So whenever a bad time comes,तो जब भी कोई बुरा वक्त आता है,,,sadhu 1,sadhu 1
"00:17:13,172","00:17:15,279",Someone comes to the saint having some trouble,साधू के पास कोई  संकट में आता है,,,sadhu 1,sadhu 1
"00:17:16,442","00:17:19,856",Then the real saint will show him the right path and not the wrong one.,"तो असली साधू उसे अच्छा ही मार्ग दिखाएगा, न कि गलत",,,sadhu 1,sadhu 1
"00:17:22,042","00:17:26,909","Neither is a saint attached to money, nor is he attached to anything.","न साधू को पैसे से मोह होता है, न ही उसे किसी वस्तु से मोह होता है",,,sadhu 1,sadhu 1
"00:17:27,341","00:17:34,774",Saint only does his duty and he will show that person the path which is good and not the wrong one,साधू सिर्फ अपना कर्म करता है और वो उस व्यक्ति को भलाई का ही रास्ता दिखाएगा न कि बुराई का,,,sadhu 1,sadhu 1
"00:17:35,979","00:17:44,348","So the man tells him that Baba Ji, a ghost or an evil sprit resides inside him.","तो मनुष्य जैसे उसे बताता है कि बाबा जी मेरे अन्दर भूत, पिशाच वास करते हैं",,,sadhu 1,sadhu 1
"00:17:44,670","00:17:49,223",I have nightmares at night,मुझे रात को बुरे सपने आते हैं,,,sadhu 1,sadhu 1
"00:17:50,461","00:17:54,854","So look, it's just a misconception",तो देखिए वो सिर्फ एक बहम है,,,sadhu 1,sadhu 1
"00:17:57,437","00:18:03,683","For which no medicine has been found till date, nor will it ever be found in my opinion.","जिसकी न तो आज तक कोई दवाई मिली है, और न ही मिल पाएगी कभी मेरे हिसाब से",,,sadhu 1,sadhu 1
"00:18:04,433","00:18:07,727",It's all human confusion,वो सब मनुष्य का confusion है,,,sadhu 1,sadhu 1
"00:18:10,176","00:18:18,049","Man thinks that this will happen to me right now, that will happen to me right now, but in reality nothing happens.","मनुष्य सोचता है कि अभी मेरे साथ ये हो जाएगा, अभी मेरे साथ वो हो जाएगा, लेकिन हकीकत में होता कुछ नहीं है",,,sadhu 1,sadhu 1
"00:18:18,954","00:18:26,408","That is just a thought of a person, negative thoughts, means negative feelings.","वो सिर्फ इंसान की एक सोच है, negative thought हैं, मतलब negative feeling हैं उसकी",,,sadhu 1,sadhu 1
"00:18:26,531","00:18:34,051","Nothing like this happens in real life, but still we give him mantra.","रियल लाइफ में ऐसा कुछ होता नहीं है, लेकिन फिर भी हम उसको मन्त्र दे देते हैं",,,sadhu 1,sadhu 1
