,Start Time,End Time,EN,ES,Highlight,Comments,Interview
216,09:30,09:36,"It is one of the oldest lineages in the
which ones come off others","Es uno de los linajes mas antiguos de la
cual se desprendes otros",,,Neko piedra
217,09:38,09:43,"There are many, there is the Jusayu, there is the Sapuana","Hay muchas, está el Jusayu, está el Sapuana",,,Neko piedra
218,09:44,09:46,The Pausayu that is from Magalys,El Pausayu que es de Magalys,,,Neko piedra
219,09:49,09:50,How interesting,Que interesante,,,Neko piedra
220,09:53,09:57,"So it was formed then, I saw it only in leaves","Así es que se formo entonces, yo lo veía solo en hojas",,,Neko piedra
221,09:58,09:59,In pictures,En fotos,,,Neko piedra
222,10:01,10:04,"That's how I saw it, but I'm here to know","Así lo veía, pero ya estoy aquí para conocer",,,Neko piedra
223,10:05,10:10,"because there are many people who brag about
being Wayuu and they don't know anything about the culture","porque hay muchas personas que alardean de
ser wayuu y no saben nada de la cultura",,,Neko piedra
224,10:11,10:12,Instead,En cambio,,,Neko piedra
225,10:13,10:21,"I can say from now on that I know the origin of
our ancestors and this stone","Puedo decir desde ahora, que conozco el origen de
nuestros ancestros y de esta piedra",,,Neko piedra
226,10:22,10:26,"Now I know that it was Utta who stipulated this, who created it","Ahora se, que fue Utta quien estipuló esto, el que lo creó",,,Neko piedra
227,10:27,10:34,"Because I only knew that he was a talker but not wise
that I name the lineages","Porque yo solo sabia que era un palabrero mas no sabio
que nombro los linajes",,,Neko piedra
228,10:35,10:37,"Well teacher, thanks for continuing","Bueno profe, gracias por seguir",,,Neko piedra
229,10:39,10:43,"preserving our legacy as Wayuu through
of your teachings","conservando nuestro legado como wayuu a través
de tus enseñanzas",,,Neko piedra
230,10:44,10:46,We of the new generation,Nosotros los de la nueva generación,,,Neko piedra
231,10:48,10:51,The children who are in the town,Los niños que están en el pueblo,,,Neko piedra
232,10:52,10:54,It is difficult for them,Se les dificulta,,,Neko piedra
233,10:55,10:56,Know about this,Conocer sobre esto,,,Neko piedra
234,10:57,11:03,That is why there are few people who have the knowledge,"Es por eso, que son pocas las personas que tienen los conocimientos",,,Neko piedra
235,11:04,11:07,And with this what was said is recorded,Y con esto queda grabado lo dicho,,,Neko piedra
236,11:08,11:11,"Because if they forget their origin,","Porque si se les olvida su origen,",,,Neko piedra
237,11:12,11:14,they would be on earth without any direction,estarían en la tierra sin rumbo alguno,,,Neko piedra
238,11:15,11:20,"They wouldn't know where they come from, it's what they call loss of origin","No sabrían de donde vienen, es lo que llaman perdida de origen",,,Neko piedra
239,11:21,11:28,"On the other hand, with this and the Wolunka stone, it is something that
gives them identity as they say","En cambio, con esto y con la piedra de Wolunka, es algo que
les da identidad como dicen",,,Neko piedra
240,11:29,11:34,It is what identifies them and what authenticates the culture,Es lo que los identifica y lo que autentica la cultura,,,Neko piedra
241,11:35,11:36,Thank you very much teacher.,Muchas gracias profe.,,,Neko piedra
242,11:38,11:39,That's all,Eso es todo,,,Neko piedra
243,11:42,11:46,not what he told us is the mythological origin,no lo que él nos contó es el origen mitológico,,,Neko piedra
244,11:47,11:52,and a reflection about how this gives us identity,"y una reflexión acerca de, cómo esto nos da la identidad",,,Neko piedra
245,11:53,11:55,even though it has,a pesar de que tiene,,,Neko piedra
246,11:56,12:01,Its origin also has a non-Wayuu antecedent.,"su origen, tiene también antecedente no wayuu.",,,Neko piedra
247,12:02,12:03,Why not wayuu?,¿Por qué no wayuu?,,,Neko piedra
248,12:04,12:07,"Because the origin of the clans was given to animals,","Porque el origen de los clanes se dio a los animales,",,,Neko piedra
249,12:08,12:11,"That's a practice of, oh well, I get it.","Eso es una práctica de, ah bueno, ya entendí.",,,Neko piedra
250,12:11,12:16,"From there one got the idea, or we adopted it because
Those symbols are Wayuu","De ahí uno agarró la idea, o lo adoptamos porque
ya esos símbolos son Wayuu",,,Neko piedra
251,12:20,12:23,"Hey, can you give me a photo session? Because","¿Oye, me regalas una sesión fotográfica? Porque",,,Neko piedra
252,12:25,12:29,"I feel like I'm not going to be late again,
because here they do allow us to record","siento que no voy a llegar tarde otra vez,
porque acá si nos permiten grabar",,,Neko piedra
253,12:30,12:33,"Even with the drone, you can because this is not in the park.","Incluso con el dron, se puede porque esto no está en el parque.",,,Neko piedra
254,12:44,12:46,Do you want me to tell you the explanation?,¿Quieres que te cuente la explicación?,,,Neko piedra
255,12:44,12:50,"Well, your symbol is there, my symbol is here","Bueno, ahí toca tu símbolo, mi símbolo está acá",,,Neko piedra
256,12:52,12:53,this,está,,,Neko piedra
257,12:54,12:56,Wait I just lost it,Espérate que lo acabo de perder,,,Neko piedra
258,13:07,13:10,"It's here, here","Está acá, acá",,,Neko piedra
259,13:17,13:19,Where is my symbol.,Dónde está mi símbolo.,,,Neko piedra
260,14:12,14:13,Epiayu,Epiayu,,,Neko piedra
261,14:17,14:20,"Uriana
You can do that with the other hand please.","Uriana
Eso, con la otra mano lo puedes hacer por favor.",,,Neko piedra
262,14:26,14:27,Aapushana,Aapushana,,,Neko piedra
263,14:31,14:32,Pushaina,Pushaina,,,Neko piedra
264,14:34,14:35,And Magalys,Y la de Magalys,,,Neko piedra
265,14:36,14:39,"Pausayu, Magalys's is over here.","Pausayu, la de Magalys está por acá.",,,Neko piedra
266,14:50,14:51,Girnu,Girnu,,,Neko piedra
267,14:56,14:57,Jusayu,Jusayu,,,Neko piedra
268,15:07,15:09,And what is that of your ancestors?,¿Y cual es la de tus ancestros?,,,Neko piedra
269,15:11,15:13,I have two ancestors,Tengo dos ancestros,,,Neko piedra
270,15:18,15:20,"Which is it? wait, I think it's this","¿Cuál es? espérate, creo que es este",,,Neko piedra
271,15:23,15:24,"And this, these two","Y este, estos dos",,,Neko piedra
272,15:27,15:29,"Yes this one and this one, Epieyu","Si este y este, Epieyu",,,Neko piedra
273,15:32,15:33,AND,Y,,,Neko piedra
274,15:34,15:36,"This.
Uriana","Este.
Uriana",,,Neko piedra
275,16:00,16:06,"Well, they have mythological origins, part of orality","Pues tienen origen mitológico, parte de la oralidad",,,Neko piedra
276,16:07,16:08,What makes,Que hace que,,,Neko piedra
277,16:09,16:12,Measuring time is difficult.,que medir el tiempo sea difícil sea complicado.,,,Neko piedra
278,16:13,16:14,But this rock.,Pero esta roca.,,,Neko piedra
279,16:17,16:18,My grandfather told me about,Mi abuelo me contaba acerca de,,,Neko piedra
280,16:20,16:21,if my grandfather counted,si mi abuelo contaba,,,Neko piedra
281,16:22,16:23,that he listened,que él escuchaba,,,Neko piedra
282,16:24,16:26,"that Wuimpumiun, the upper Guajira","que Wuimpumiun, la alta Guajira",,,Neko piedra
283,16:27,16:28,"he never saw him,","a él nunca lo vio,",,,Neko piedra
284,16:30,16:32,but his grandfather told him,pero su abuelo le contaba a él,,,Neko piedra
285,16:33,16:37,"So for me to get here, it's practically too,
touches on many topics","entonces que yo llegue acá, es prácticamente también,
toca muchos temas de",,,Neko piedra
286,16:38,16:41,"of life, of my personal life,","de la vida, de mi vida personal,",,,Neko piedra
287,16:42,16:45,"because many of my family, the Wayuu there are","porque mucha de mi familia, los wayuu que hay",,,Neko piedra
288,16:47,16:51,"that have been or have been going down, have been displacing","que han sido o han ido bajando, han ido desplazando",,,Neko piedra
289,16:53,16:54,"They talk about this rock,","hablan de esta roca,",,,Neko piedra
290,16:55,16:58,They talk about this rock as that place,hablan de esta roca como ese lugar,,,Neko piedra
291,16:59,17:02,where some moment from which this culture starts.,donde algún momento desde el que parte esta cultura.,,,Neko piedra
292,17:03,17:05,Remember that I told you that in our culture,Recuerden que yo les dije que en nuestra cultura,,,Neko piedra
293,17:06,17:10,"We came down from the mountains of the serranía
that crosses Colombia","bajamos de la de las montañas de la serranía
que atraviesa Colombia",,,Neko piedra
294,17:11,17:13,Starting from the peninsula we settle,A partir de la península nos instalamos,,,Neko piedra
295,17:14,17:17,and from there we went down to La Guajira Baja now,y a partir de ahí fuimos bajando hasta La Guajira baja ahora,,,Neko piedra
296,17:18,17:19,During hours,Durante horas,,,Neko piedra
297,17:20,17:25,But those from there are still in the collective memory of these places,"Pero los de allá, aún están en la memoria colectiva de estos lugares",,,Neko piedra
298,17:26,17:30,"Now there is the Aalatsü stone that I have seen
hundreds of times in books","ahora está la piedra de Aalatsü que lo he visto
cientos de veces en libros",,,Neko piedra
299,17:31,17:34,"I had longed to arrive, I had longed","había anhelado llegar, había anhelado",,,Neko piedra
300,17:35,17:39,"touch that energy that exists, if one touches it
There is tremendous energy.","tocar esa energía que hay, si uno lo toca
hay una energía tremenda.",,,Neko piedra
301,17:42,17:49,"What do you suppose that day or that time was like to mark this here?
everyone gathered here deciding the clans","¿Cómo supones que fue ese día o ese tiempo para marcar esto acá?
todos reunidos aquí decidiendo los clanes",,,Neko piedra
302,17:50,17:52,how do you imagine it?,¿cómo te lo imaginas?,,,Neko piedra
303,17:53,17:58,"Well, the teacher said that Maleiwa
the supreme being of the Wayuu.","Pues bien, el profe lo decía que Maleiwa
el ser supremo de los wayuu.",,,Neko piedra
304,18:00,18:04,He needed his children to divide into groups,Necesitaba que sus hijos se dividieran en grupos,,,Neko piedra
305,18:05,18:06,because we were like this,porque estábamos así,,,Neko piedra
306,18:08,18:13,"So it was very difficult, in the organization, to have
a standard at least","Entonces era muy difícil, en la organización tener
una norma por lo menos",,,Neko piedra
307,18:14,18:16,and that is why it was necessary for them to become clans,y por eso fue necesario que se hicieran clanes,,,Neko piedra
308,18:17,18:24,"so that the Wayuu group has
small groups, that is, of the large group there are subgroups","para que así el grupo wayuu tenga
pequeños grupos, es decir del grupo grande haya subgrupos",,,Neko piedra
309,18:25,18:28,"It is a fabric, the social fabric of culture.","es un tejido, el tejido social de la cultura.",,,Neko piedra
310,18:29,18:32,"Our culture is in a group, but within the
group there are micro groups

18:34 18:36
and for the election","Nuestra cultura es en grupo, pero dentro del
grupo hay micro grupos

18:34 18:36
y para la elección",,,Neko piedra
311,18:37,18:41,Maleiwa listened because at that,Maleiwa escuchó porque en ese,,,Neko piedra
312,18:43,18:45,in that mythological time of our creation,en ese tiempo mitológico de nuestra creación,,,Neko piedra
313,18:47,18:48,"The animals were people,","Los animales eran personas,",,,Neko piedra
314,18:49,18:55,the bird was a person and they heard the different birds and it was,el ave era una persona y escucharon las diferentes aves y estaba,,,Neko piedra
315,18:56,19:01,"There was a bird that said wuinpumiu, wuinpumui, what the teacher said","había un ave que decía wuinpumiu, wuinpumui, lo que decía el profe",,,Neko piedra
316,19:02,19:03,"North, north","Norte, norte",,,Neko piedra
317,19:04,19:07,"Maleiwa heard that, but it didn't catch his attention.","Maleiwa escuchó eso, pero no le llamó la atención",,,Neko piedra
318,19:08,19:12,"Then there was another one that said ojutusu, ojutusu, fall, falling","Luego estaba otro que decía ojutusu, ojutusu, caída, cayendo",,,Neko piedra
319,19:13,19:18,"When the birds sing, each one emits a message, no,","las aves cuando cantan, cada uno emite un mensaje no,",,,Neko piedra
320,19:19,19:26,"But among those birds is the wise bird, which is the utta which is
Let's say the bird that represents the palabrero.","Pero entre esas aves está el ave sabia, que es el utta que es
digamos el ave que representa el palabrero.",,,Neko piedra
321,19:27,19:35,"This bird in its song said Epieyu, said Pushaina, Uriana,
Jusayu, Pausayu","Esta ave en su cantar decía Epieyu, decía Pushaina, Uriana,
Jusayu, Pausayu",,,Neko piedra
322,19:37,19:40,"Maleiwa heard that, he repeated that.","Maleiwa escucho eso, el repetía eso",,,Neko piedra
323,19:41,19:50,"And Maleiwa said, he is saying some words that could well
Be what each divided group represents.","Y Maleiwa dijo, está diciendo unas palabras que bien podría
Ser lo que represente cada grupo dividido.",,,Neko piedra
324,19:51,19:58,"And from Utta's song, the
the names of the different clans.","Y a partir del canto de Utta se fueron creando los
los nombres de los diferentes clanes.",,,Neko piedra
325,19:59,20:03,"Thus we have Uriana, which is a clan that has a totem and has","Así tenemos Uriana, que es un clan que tiene un tótem y tiene",,,Neko piedra
